id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
1152,Entorno Microcentro,Calle Suipacha: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,Obra realizada en el marco del Plan Integral Microcentro. Se realizó la conservación e iluminación de las fachadas con valor patrimonial sobre la calle Suipacha.,11165536,1,Retiro,,-34.599537,-58.377512,11/01/2016,31/07/2017,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadasuipacha_foto1.jpg,,,,Hit Construcciones S.A,2016,,,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19139505-DGRU.pdf,,,
1153,Entorno La Boca,Paseo Caminito: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Obra realizada en el marco de la puesta en valor del entorno urbano La Boca. El objetivo de la restauración fue devolver el estado original las fachadas, incluyendo para ello la variedad de ornamentaciones, herrería artística, molduras y pilastras, como así también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado, recuperando su forma, textura, color y diseño. Esto incluyó la remoción de reparaciones anteriores o la realización de duplicaciones de piezas irrecuperables o faltantes del original.",8984141,4,La Boca,,-34.639143,-58.3617,05/01/2017,20/11/2017,10,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolaboca_fachadascaminito_foto1.jpeg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolaboca_fachadascaminito_foto2.jpg,,,Hit Construcciones S.A,2016,,,30709605158,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-la-boca,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-24321381-DGRU.pdf,,,
1154,Obras en escuelas de Comuna 1,Escuela Presidente Roca: Puesta en valor de la fachadas ,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Como parte del plan de puesta en valor del área ámbiental Tribunales, se propusieron tareas de conservación en las fachadas del edificio Escuela Presidente Roca.",4685028,1,San Nicolás,,-34.601712,-58.383449,09/01/2016,05/05/2017,16,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunalesfachadaescuelaroca_foto1.jpg,,,,Hit Construcciones S.A,2016,,,30709605158,,,,,,https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13472837-DGRU.pdf,,,
1155,Hospital Rivadavia,Hospital Rivadavia: Puesta en valor de fachada ,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Se trabajó en la recuperación de la fachada de la maternidad del Hospital Rivadavia para mejorar el acceso y funcionamiento interno del hospital. Se llevó a cabo la puesta en valor de uno de los elementos arquitectónicos de identidad barrial, que acompaña el conjunto de la Biblioteca Nacional, el CEMIC y la Iglesia San Agustín",20423578,2,Recoleta,Las Heras General Av. 2670,-34.5843552484895,-58.4008112524066,07/01/2017,11/10/2018,21,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_fachadahospitalrivadavia_foto1.jpg,,,,Hit Construcciones S.A,2016,Licitación Pública,386/SIGAF/2017,30709605158,,,,,,https://www.buenosaires.gob.ar/baobras/hospital-rivadavia-0,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-02919167-DGRU.pdf,28.058.403-DGRU/2016,,
1156,Entorno Retiro,Iglesia Del Socorro: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,Obra relizada en el mardo del plan integral para el área de Retiro. Se llevó a cabo la conservación y puesta en valor de la fachada de la Basílica Del Socorro.,3809071,1,Retiro,,-34.593292,-58.379704,10/01/2016,01/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiro_fachadaiglesiasocorro_foto1.jpg,,,,Estudio Ing. Villa S.R.L,2016,,,30707977481,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18308829-DGRU.pdf,,,
1157,Entorno Microcentro,Calle Marcelo T. De Alvear: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,Obra realizada en el marco del plan integral Microcentro. Se llevó a cabo la conservación e iluminación de las fachadas con valor patrimonial sobre la calle Marcelo T De Alvear.,1000000,1,Retiro,,-34.597346,-58.377462,06/01/2016,11/01/2016,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadamarcelotalvear_foto1.jpg,,,,Vgm Arquitectos,2016,,,30708870281,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2015-23008263-DGTALMAEP.pdf,,,
1158,Entorno Retiro,Palacio Noel: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Como parte del plan integral para el área de Retiro, se propuso la conservación y puesta en valor de la fachada principal del Museo Isaac Fernández Blanco/Casa Noel.",2331744,1,Retiro,,-34.590743,-58.380326,10/01/2016,01/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiro_fachadapalacionoel_foto1.jpg,,,,Hit Construcciones S.A,2016,,,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18302220-DGRU.pdf,,,
1159,Entorno Villa del Parque,Racing Club - Villa Del Parque: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,Se llevó a cabo la conservación y puesta en valor de la fachada del edificio.,2120100,11,Villa del Parque,,-34.602295,-58.491368,09/01/2016,23/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_fachadavilladelparque_foto1.jpg,,,,Rol Ingenieria S.A,2016,,,30578447659,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-villa-del-parque,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13864417-DGRU.pdf,,,
1160,Entorno Once,Recova de Once: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"En el marco del Plan para la puesta en valor del área ambiental Once, se buscó volver al estado original a las fachadas de edificios de valor patrimonial situados sobre el eje de la Av. Pueyrredón. Se propusieron intervenciones en la recova y en un sector de la fachada de la estación de ferrocarril, incluyendo para ello la variedad de ornamentaciones, molduras, aberturas y pilastras, como así también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado y/o a restaurar, recuperando su forma, textura, color y diseño. Esto incluyó la remoción de reparaciones anteriores o la realización de duplicaciones de piezas irrecuperables o faltantes del original.",4000765,3,Balvanera,"MITRE, BARTOLOME y PUEYRREDON AV.",-34.609472,-58.405554,11/01/2017,03/01/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_fachadarecovarender_foto1.jpg,,,,Cahem S.A,2017,Licitación Privada,,30708075910,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-once,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-17639163-DGRU.pdf,,,
1161,Entorno Microcentro,"Iglesias Santísimo Sacramento, Metodista y Alemana: Puesta en valor de fachadas",Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Obra realizada en el marco del plan integral Microcentro. Se buscó poner en valor las fachadas de las iglesias Metodista, Evangélica del Río de La Plata y Santísimo Sacramento, recuperando las superficies de terminación, carpinterías principales, solados de atrios y cercos sobre línea oficial. Se propuso también la iluminación artística de las fachadas.",6219712,1,Retiro,Florida y Viamonte,-34.599488,-58.375529,10/01/2016,24/02/2017,13,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadaiglesias_foto1.JPG,,,,Cahem S.A,2016,,,30708075910,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16026955-DGRU.pdf,,,
1162,Túneles,Túneles Min. Carranza y Av. Libertador: Puesta en valor,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Se llevó a cabo el acondicionamiento acústico de ambos túneles mediante paneles y barreras acústicas, y la instalación de un nuevo muro verde, en sustitución del existente.",29586490,14,Palermo,,-34.566198,-58.440314,04/01/2016,01/04/2017,15,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tuneles_carranzalibertador_foto1.jpg,,,,Ilubaires S.A,2016,,,30693811860,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-tuneles,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18771500-DGRU.pdf,,,
1163,Entorno Palermo,Plaza Italia - Libreros: Rehabilitación De Puestos,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Pabellón con 40 nuevos puestos para la feria de libros de Plaza Italia. Se incorporaron árboles y arbustos (260m2 de nuevo espacio verde), se renovaron veredas, se incorporaron bancos y se renovaron luminarias.",15000000,14,Palermo,,-34.58074,-58.422076,06/01/2016,09/01/2016,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermorehabilitacionpuestosplazaitalia_foto1.jpg,,,,Industrias Mas S.R.L,2016,,,30707041990,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-palermo,,,,
1164,Bajo Autopista,"Recuperación De Bajo Autopistas 25 De Mayo (Av. Entre Ríos, Av. Jujuy, Av. Boedo, Av. La Plata, Av. J. M. Moreno)",Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Se llevó a cabo la recuperación del espacio público y la puesta en valor de fachadas bajo autopista. Se incorporaron muros verdes y módulos backlight, se realizó una intervención artística en columnas t tablero Autopista 25 de Mayo, y la renovación de toda la iluminación del área.",38823979,5,Boedo,BOEDO AV. y CONSTITUCION,-34.627482,-58.41602,01/01/2017,23/08/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_bajoautopistarecuperacionautopistas25demayo_foto1.jpg,,,,Algieri S.A,2016,,,30699339810,,,,,,https://www.buenosaires.gob.ar/baobras/bajo-autopistas,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19435098-DGRU.pdf,,,
1165,Plan Tribunales,Lavalle (E/ Talcahuano Y Callao): Rehabilitación de calle ,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"En el marco del plan para el área de Tribunales, la obra comprendió el recambio de aceras, cazoletas y vados peatonales, la restauración de equipamiento urbano, el completamiento del arbolado de alineación, soterramiento de cableado aéreo, puesta en valor fachada Escuela Técnica nº 9 Alejandro Volta, y la transformación de dársenas de estacionamiento existentes en nuevas áreas peatonales.",17135319,1,San Nicolás,,-34.603064,-58.389208,11/01/2017,28/12/2017,11,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunalesrehabilitacionlavalle_foto1.jpg,,,,Algieri S.A,2017,,,30699339810,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-17953303-DGRU.pdf,,,
1166,Entorno Retiro,Retiro - Etapa II: Suipacha I + Sgto. Cabral + Juncal,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Como parte del plan integral para el área de Retiro, en la etapa II se propuso la nivelación de la calle Suipacha entre Santa Fe y Juncal con actualización de ciclovía existente, la nivelación de la esquina de Juncal y Suipacha, la reparación de aceras sobre calle Juncal entre Esmeralda y C. Pellegrini y el ajuste de ritmos de arbolado y alumbrado.",24848244,1,Retiro,,-34.593992,-58.379588,08/01/2017,30/08/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiroetapa2_foto1.jpg,,,,Cunumi S.A,2016,,,30615748036,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16059002-DGRU.pdf,,,
1167,Entorno Retiro,Retiro - Etapa III: Suipacha II + Arroyo + Juncal,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Como parte del plan integral para el área de Retiro, en la etapa II se propuso la nivelación de la calle Arroyo entre Carlos Pellegrini y Esmeralda y de la calle Suipacha entre Juncal y Av. del Libertador, el ensanche de aceras sobre la calle Arroyo y la corrección de ritmos de arbolado y luminarias.",29618187,1,Retiro,,-34.591586,-58.379943,10/01/2016,25/07/2017,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiroetapa3_foto1.JPG,,,,Da Fré Obras Civiles S.A,2016,,,30711388768,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16107782-DGRU.pdf,,,
1168,Entorno Retiro,Retiro - Etapa I: Basavilbaso + Juncal,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Como parte del plan integral para el área de Retiro, en la etapa I se propuso la nivelación de la calle Basavilbaso entre Arenales y Av. del Libertador, el ensanche de aceras en la calle Juncal entre Esmeralda y Maipú/Av. del Libertador, incorporación de una segunda línea de arbolado sobre juncal, la corrección del ritmo de arbolado y luminarias. Se propuso además la exaltación de la esquina Basavilbaso y Juncal mediante luminarias y el reemplazo de estacionamiento a 90º por paralelo sobre la calle Juncal.",25644971,1,Retiro,,-34.592992,-58.377091,11/01/2016,23/06/2017,17,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiro1_foto1.JPG,,,,Cunumi S.A,2016,,,30615748036,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16089926-DGRU.pdf,,,
1169,Entorno Constitución,Santa Casa Ejercicios Espirituales: Puesta en valor de fachada y entorno,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"La propuesta incluyó el ensanche de aceras sobre Av. Independencia entre Lima y Salta y de calle Salta entre Estados Unidos y Av. Independencia, y la iluminación de fachadas del edificio sobre calle Estados Unidos, Salta y Av. Independencia.",5091500,1,Constitución,,-34.618141,-58.382444,09/01/2016,06/03/2017,14,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_constitucionfachadasantacasa_foto1.jpeg,,,,Instalectro S.A.,2016,,,33661628729,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-constitucion,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13819661-DGRU.pdf,,,
1170,Entorno Barracas,Centro Comercial a Cielo Abierto Suárez (E/ Av. Patricios e Isabel La Católica),Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Se llevó a cabo el ensanche de acera par, ensanche de esquinas, ordenamiento de estacionamiento, arbolado nuevo, reemplazo de catenarias por alumbrado led vial y peatonal, renovación total de aceras, soterrado de servicios, puesta en valor de esquinas con línea municipal particularizada, mejoras y ampliación en desagües pluviales de calzada, y puesta en valor de plaza Quinquela Martín.",23607290,4,Barracas,,-34.6384,-58.372224,09/01/2017,14/03/2018,14,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renderejecomercialsuarez_foto1.jpg,,,,Instalectro S.A.,2017,,,33661628729,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-barracas,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-14455992-DGRU.pdf,,,
1171,Plan Tribunales,Plaza Lavalle: Renovación integral ,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"En el marco del plan para el área de Tribunales, el proyecto planteó la traza de un camino principal que enlaza las tres manzanas uniendo los puntos principales y de tránsito frecuente, el mismo nace en el extremo de Diagonal Norte, uniendo la plaza con el Obelisco y la boca del subte línea d, hasta llegar a Av. Córdoba en su intersección con la calle Libertad. Se incorporaron caminos secundarios más angostos y se previó el ensanche de la vereda frente al Teatro Colón, proyectando un espacio a modo de atrio. Se contempló la reubicación de la feria de libreros, la disminución de la presencia de automóviles trasladando los estacionamientos al subsuelo, y se incorporó un nuevo patio de juegos y nuevo solado perimetral.",57483603,1,San Nicolás,,-34.603064,-58.389208,11/01/2016,15/08/2017,19,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_plazalavalle_foto1.jpg,,,,Algieri S.A,2016,,,30699339810,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15858945-DGRU.pdf,,,
1172,Plan Tribunales,"Calles Lavalle, Diagonal Norte Y Pasaje Del Carmen: Rehabilitación",Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"En la etapa II del plan integral para el área de Tribunales, se propuso la reparación de solados sobre Av. Diagonal Roque Saenz Peña, la nivelación de la calle Lavalle entre Cerrito y Libertad, el ajuste de radios de esquina en Diagonal Roque Sanez Peña y Lavalle, el ensanche de aceras en la calle Libertad entre Av. Corrientes y Lavalle y la corrección e intensificación de ritmos de arbolado y alumbrado.",17075234,1,San Nicolás,,-34.601936,-58.385466,10/01/2016,09/05/2017,16,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_calles.jpg,,,,Da Fré Obras Civiles S.A,2016,,,30711388768,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18230441-DGORU.pdf,,,
1173,Plan Tribunales,Plaza Lavalle: Rehabilitacióin de las calles del entorno,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"En la etapa III del plan integral para el área de Tribunales, se propuso el ajuste de radios de esquinas en general, el ensanche de aceras en calle Talcahuano entre Córdoba y Tucumán, la eliminación de dársenas sobre calle Uruguay, los ensanches de calle Tucumán entre Talcahuano y Uruguay y calle Viamonte entre Talcahuano y Uruguay. Se proyectó además la eliminación de doble calzada sobre Tucumán entre Talcahuano y Libertad, la adecuación de bordes de plaza, la nivelación de esquinas Talcahuano y Tucumán, Talcahuano y Viamonte, Libertad y Tucumán y Libertad y Viamonte, y la corrección e intensificación ritmos arbolado y alumbrado.",33046626,1,San Nicolás,,-34.601259,-58.384952,11/01/2016,28/06/2017,17,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_cellesplazalavalle_foto1.jpg,,,,Bosquimano S.A,2016,,,30711470022,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18029947-DGORU.pdf,,,
1176,Acumar,Acumar: San Antonio - Viviendas,Finalizada,Vivienda,Instituto de la Vivienda,Se llevó a cabo la ejecución de la obra Goncalves Días 738 y San Antonio 721/725- construcción 64 viviendas y obras exteriores/tipología PB + 5 pisos,84025000,4,Barracas,San Antonio 721,-34.6507366101858,-58.3776680601297,01/01/2015,31/12/2017,35,100,https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_acumarsanantonio_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_acumarsanantonio_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_acumarsanantonio_foto3.jpg,,Vidogar Construcciones S.A,2009,Licitación Pública,LPub-50--IVC-2009,30553433564,256,48,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=88901,,,
1177,Acumar,Acumar: Lacarra - Viviendas,Finalizada,Vivienda,Instituto de la Vivienda,"Calles Lacarra N° 2049 y S. de Compostela Nº 3760. Terminación de la obra de 54 viviendas, obras exteriores y estacionamientos. Obra nueva de infraestructura, red distribuidora de gas media presión, red de agua y cloaca y red pluvial.",49565419,9,Parque Avellaneda,Lacarra Av. 2049,-34.6539719047985,-58.4640277970676,03/01/2016,15/12/2017,23,100,https://cdn2.buenosaires.gob.ar/baobras/ivc/ACUMAR%20-%20Lacarra%201.jpg,https://cdn2.buenosaires.gob.ar/baobras/ivc/ACUMAR%20-%20Lacarra%202.jpg,https://cdn2.buenosaires.gob.ar/baobras/ivc/ACUMAR%20-%20Lacarra%203.jpg,,Lanusse,2015,Contratación Directa,CD-22--IVC-2015,30577764537,216,75,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=123726,,,
1178,Acumar,Acumar: Osvaldo Cruz - Viviendas,Finalizada,Vivienda,Instituto de la Vivienda,"Ejecución de 128 viviendas, obras exteriores, estacionamientos e infraestructura correspondiente a la red distribuidora de gas a media presión, red de provisión de agua y red de provisión de desagües cloacales en la calle Osvaldo Cruz 3351, barrio Barracas.",153208672,4,Barracas,"Cruz, Osvaldo Av. 3351",-34.6559078345094,-58.3947043355792,03/01/2017,31/01/2019,24,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1178.jpg,,,,Bricons S.A.I.C.F.I.,2014,Licitación Pública, LPub-30--IVC-2014,30541068151,512,180,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=123539,12962133--MGEYA-2014,,
1179,Acumar,Acumar: Valparaíso - Viviendas,Finalizada,Vivienda,Instituto de la Vivienda,Obra: Valparaíso 3570 Y Veracruz 3459 - 48 Viviendas - Pb + 2 Pisos,41510103,8,Villa Soldati,Valparaiso 3570,-34.6643748188052,-58.4476593564204,01/01/2018,31/05/2019,12,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1179-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1179-2.jpg,,,Ajimez,,,,30612196962,192,32,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,,,,
1180,Acumar,Acumar: Alvarado - Viviendas S1,En ejecución,Vivienda,Instituto de la Vivienda,"Ejecución de 231 viviendas, 12 locales comerciales, obras exteriores y pavimentos, ubicado en las calles Australia, vías FF.CC., Agustín Magaldi y Alvarado, circunscripción 2, sección 26, manzana 37, Bº Barracas",217504266,4,Barracas,Alvarado,-34.6531096679,-58.4344359122,21/11/2017,31/03/2020,20,90,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1180-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1180-2.jpg,,,Pecam,2016,Licitación Pública,LPub-56--IVC-2016,30616509361,624,260,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129993,27654064--IVC-2016,,
1181,Acumar,Acumar: Alvarado - Viviendas S2,En ejecución,Vivienda,Instituto de la Vivienda,"Ejecución de 231 viviendas, 12 locales comerciales, obras exteriores y pavimentos, ubicado en las calles Australia, vías FF.CC., Agustín Magaldi y Alvarado, circunscripción 2, sección 26, manzana 37, Bº Barracas",132127500,4,Barracas,Alvarado,-34.6531096679,-58.4344359122,05/01/2018,31/03/2020,18,87,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1181-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1181-2.jpg,,,Vidogar Construcciones S.A,2016,Licitación Pública,LPub-56--IVC-2016,30553433564,300,80,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129993,27654064--IVC-2016,,
1182,Acumar,Acumar: Orma - Viviendas,En ejecución,Vivienda,Instituto de la Vivienda,"Ejecución de 188 viviendas, 14 locales comerciales y obras exteriores, calle Orma N° 3214.",294708798,4,Barracas,Orma 3214,-34.6609455069477,-58.3916858414762,21/11/2017,31/03/2020,20,71,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1182.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1182-2.jpg,,,Pecam,2017,,,30616509361,760,230,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129995 ,,,
1184,Barrio Papa Francisco,Barrio Papa Francisco: Sector 2,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 1. 552 Viviendas, 24 Locales Comerciales Y Obras Exteriores. Tipología Planta Baja + 3 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8.",201540000,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,01/11/2018,30/11/2019,16,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1184.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1184-2.jpg,,,Dycasa,2018,,,,736,220,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126535,,,
1185,Barrio Papa Francisco,Barrio Papa Francisco: Sector 3,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 1. 552 Viviendas, 24 Locales Comerciales Y Obras Exteriores. Tipología Planta Baja + 3 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8.",217712474,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,01/02/2017,30/06/2018,16,100,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1185.jpg,https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_papafrancisco_etapa1_foto2.jpg,,,Green S.A,2016,,,30638727079,736,220,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126535,,,
1186,Barrio Papa Francisco,Barrio Papa Francisco: Sector 1,Finalizada,Vivienda,Instituto de la Vivienda,"Barrio Papa Francisco, Etapa 1. 552 Viviendas, 24 Locales Comerciales Y Obras Exteriores. Tipología Planta Baja + 3 Pisos. Avda. Escalada y Avda. Fernández De La Cruz, Barrio Villa Lugano, Comuna 8.",210593221,8,Villa Lugano,"Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",-34.673147,-58.458364,01/02/2017,30/06/2018,16,100,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1186_1.jpeg,https://cdn2.buenosaires.gob.ar/baobras/ivc5/1186_2.jpeg,,,Conorvial S.A,2016,,,33504596309,736,220,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-papa-francisco,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126535,,,
